ASIN,iSKU,BOM ID,BOM Class,Component Type,Quantity (unit/kg/Liter),Material Unit Price,Per FG price,Status,
B08TJ2GH36,BUNDLE-TA-2Step-Cystic-Face-Wash-3.4oz,LABL-TA-Acne-Eliminating-Face-Cleanser-3.4oz-HS,Packaging,CM Packaging-Label,1,0.15,0.15,Hibernated,
B08TJ2GH36,BUNDLE-TA-2Step-Cystic-Face-Wash-3.4oz,LID-48-400-Cap-F217-Liner-White-Covalence,Packaging,CM Packaging-Top,1,0.08,0.082,Hibernated,
B08TJ2GH36,BUNDLE-TA-2Step-Cystic-Face-Wash-3.4oz,LID-24-410-Disc-Top-White-HS,Packaging,CM Packaging-Top,1,0.07,0.06792,Hibernated,
B08TJ2GH36,BUNDLE-TA-2Step-Cystic-Face-Wash-3.4oz,BOX-TA-Cystic-Spot-Covalence,Packaging,CM-Box,1,0.29,0.29155,Hibernated,
B08TJ2GH36,BUNDLE-TA-2Step-Cystic-Face-Wash-3.4oz,Safetry-Shrink-M175-57x36,Packaging,Safety Shrink Band,1,0.01,0.01422,Hibernated,
B08TJ2GH36,BUNDLE-TA-2Step-Cystic-Face-Wash-3.4oz,TA-Acne-Eliminating-Face-Cleanser-3.4oz-HS,Raw Material,Turnkey FG,1,1.7,1.7,Hibernated,
B08TJ2GH36,BUNDLE-TA-2Step-Cystic-Face-Wash-3.4oz,TA-Cystic-Acne-Spot-Treatment-NEW-Covalence,Raw Material,Turnkey FG,1,1.31,1.31,Hibernated,
B08TJ3F23Q,BUNDLE-TA-2Step-Cystic-Face-Wash-8oz,SDP8MWHT 230x45mm,Packaging,Eco Bags,1,0.1,0.1,Hibernated,
B08TJ3F23Q,BUNDLE-TA-2Step-Cystic-Face-Wash-8oz,TA-Acne-Eliminating-Face-Cleanser-8oz-HS,Raw Material,Turnkey FG,1,2.41,2.41,Hibernated,
B08TJ3F23Q,BUNDLE-TA-2Step-Cystic-Face-Wash-8oz,TA-Milia-Treatment-0.5oz-DS,Raw Material,Turnkey FG,1,2.55,2.55,Hibernated,
B08DDBJ2K6,BUNDLE-TA-3StepKit,JAR-48-400-1/2oz-Double-Wall-White-Covalence,Packaging,CM Packaging-Container,1,0.19,0.19,Hibernated,
B08DDBJ2K6,BUNDLE-TA-3StepKit,BTL-4oz-Cosmo-White-24-410-HS,Packaging,CM Packaging-Container,1,0.3,0.2986,Hibernated,
B08DDBJ2K6,BUNDLE-TA-3StepKit,LABL-5.8x0.625-Cystic-Acne-Spot-0.5oz-Covalence,Packaging,CM Packaging-Label,1,,,Hibernated,
B08DDBJ2K6,BUNDLE-TA-3StepKit,LABL-TA-Acne-Eliminating-Face-Cleanser-3.4oz-HS,Packaging,CM Packaging-Label,1,0.15,0.15,Hibernated,
B08DDBJ2K6,BUNDLE-TA-3StepKit,LID-48-400-Cap-F217-Liner-White-Covalence,Packaging,CM Packaging-Top,1,0.08,0.082,Hibernated,
B08DDBJ2K6,BUNDLE-TA-3StepKit,BOX-TA-Cystic-Spot-Covalence,Packaging,CM-Box,1,0.29,0.29155,Hibernated,
B08DDBJ2K6,BUNDLE-TA-3StepKit,LABL-TA-Face-Cream-Side-2oz,Packaging,Label,1,0.1,0.09625,Hibernated,
B08DDBJ2K6,BUNDLE-TA-3StepKit,M1109CL-Safety-Shrink-Band-100x38mm,Packaging,Safety Shrink Band,1,0.03,0.03231,Hibernated,
B08DDBJ2K6,BUNDLE-TA-3StepKit,Safetry-Shrink-M175-57x36,Packaging,Safety Shrink Band,1,0.01,0.01422,Hibernated,
B08DDBJ2K6,BUNDLE-TA-3StepKit,TA-Acne-Eliminating-Face-Cleanser-3.4oz-HS,Raw Material,Turnkey FG,1,1.7,1.7,Hibernated,
B08DDBJ2K6,BUNDLE-TA-3StepKit,TA-Cystic-Acne-Spot-Treatment-NEW-Covalence,Raw Material,Turnkey FG,1,1.31,1.31,Hibernated,
B08DDBJ2K6,BUNDLE-TA-3StepKit,WL-Acne-Patches,Raw Material,White Label,1,0.29,0.2905,Hibernated,
B08DDBJ2K6,BUNDLE-TA-3StepKit,WL-Acne-Face-Cream-2oz-PLSF,Raw Material,White Label,1,2.75,2.75,Hibernated,
B08JMC7VH7,BUNDLE-TA-4-Step-Exfo-Max,JAR-48-400-1/2oz-Double-Wall-White-Covalence,Packaging,CM Packaging-Container,1,0.19,0.19,Hibernated,
B08JMC7VH7,BUNDLE-TA-4-Step-Exfo-Max,BOX-TA-Cystic-Spot-Covalence,Packaging,CM-Box,1,0.29,0.29155,Hibernated,
B08JMC7VH7,BUNDLE-TA-4-Step-Exfo-Max,PCH-16oz-Stndup-WH-Matt,Packaging,container/Pouch,1,0.43,0.433,Hibernated,
B08JMC7VH7,BUNDLE-TA-4-Step-Exfo-Max,LABL-TA-Face-Cream-Side-2oz,Packaging,Label,1,0.1,0.09625,Hibernated,
B08JMC7VH7,BUNDLE-TA-4-Step-Exfo-Max,LID-48-400-Cap-F217-Liner-White,Packaging,Top Cover,1,0.1,0.1,Hibernated,
B08JMC7VH7,BUNDLE-TA-4-Step-Exfo-Max,TA-Cystic-Acne-Spot-Treatment-NEW-Covalence,Raw Material,Turnkey FG,1,1.31,1.31,Hibernated,
B08JMC7VH7,BUNDLE-TA-4-Step-Exfo-Max,WL-Acne-Face-Cream-2oz-PLSF,Raw Material,White Label,1,2.75,2.75,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,JAR-48-400-1/2oz-Double-Wall-White-Covalence,Packaging,CM Packaging-Container,1,0.19,0.19,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,BTL-8oz-Cosmo-White-24-410-HS,Packaging,CM Packaging-Container,0,0.4,0,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,LABL-5.8x0.625-Cystic-Acne-Spot-0.5oz-Covalence,Packaging,CM Packaging-Label,1,,,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,LABL-TA-Acne-Eliminating-Face-Cleanser-8oz-HS,Packaging,CM Packaging-Label,0,0.15,0,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,LID-48-400-Cap-F217-Liner-White-Covalence,Packaging,CM Packaging-Top,1,0.08,0.082,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,LID-24-410-Disc-Top-White-HS,Packaging,CM Packaging-Top,0,0.07,0,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,BOX-TA-Cystic-Spot-Covalence,Packaging,CM-Box,1,0.29,0.29155,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,BTL-4oz-Cosmo-White-20-410,Packaging,Container/Pouch,0,0.24,0,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,RM-PWD-Potassium-Sorbate,Raw Material,Ingredient,0,15.88,0,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,RM-PWD-SALICYLIC-ACID,Raw Material,Ingredient,0,11.13,0,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,RM-SODIUM-LACTATE,Raw Material,Ingredient,0.00468,11.24,0.05254,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,RM-SPEARMINT-WATER,Raw Material,Ingredient,0.01178,8.48,0.09992,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,RM-EUCALYPTUS-WATER,Raw Material,Ingredient,0,6.48,0,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,RM-TEA-TREE-WATER,Raw Material,Ingredient,0.01178,6.67,0.0786,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,RM-LEMONGRASS-WATER,Raw Material,Ingredient,0.01178,6.48,0.07631,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,RM-CLARY-SAGE-WATER,Raw Material,Ingredient,0.01178,5.44,0.06407,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,RM-Aloe-Vera-Juice,Raw Material,Ingredient,0,1.15,0,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,RM-Witch-Hazel-Distillate,Raw Material,Ingredient,0,4.03,0,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,RM-PURIFIED-WATER,Raw Material,Ingredient,0,0.26,0,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,LABL-AY-Acne-Face-Spray-4oz,Packaging,Label,1,0.41,0.41,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,LABL-TA-Face-Cream-Side-2oz,Packaging,Label,1,0.1,0.09625,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,M1006CL-Dome-Shrink-Band 66X175,Packaging,Safety Shrink Band,1,0.09,0.0912,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,M1109CL-Safety-Shrink-Band-100x38mm,Packaging,Safety Shrink Band,1,0.03,0.03231,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,M175-Shrink-Band-57x36,Packaging,Safety Shrink Band,1,0.01,0.01,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,SPRAY-MIST-20-410-White-5.5-NEW,Packaging,Top Cover,1,0.33,0.33292,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,TA-Acne-Eliminating-Face-Cleanser-8oz-HS,Raw Material,Turnkey FG,1,2.41,2.41,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,TA-Cystic-Acne-Spot-Treatment-NEW-Covalence,Raw Material,Turnkey FG,1,1.31,1.31,Hibernated,
B08J29JDKK,BUNDLE-TA-4Step-Max-Strength-Kit,WL-Acne-Face-Cream-2oz-PLSF,Raw Material,White Label,1,2.75,2.75,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,BTL-8oz-Cosmo-White-24-410-HS,Packaging,CM Packaging-Container,1,0.4,0.39784,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,LID-48-400-Cap-F217-Liner-White-0.5oz-PLSF,Packaging,CM Packaging-Top,1,0.12,0.12305,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,BTL-4oz-Cosmo-White-20-410,Packaging,Container/Pouch,1,0.24,0.24,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,300x50MM White Bags,Packaging,Eco Bags,1,,,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,CLEARECOBAG-6X8,Packaging,Eco Bags,1,0.06,0.05573,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,RM-Euxyl-PE-9010,Raw Material,Ingredient,0.00056,39.93,0.0224,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,RM-PURIFIED-WATER,Raw Material,Ingredient,0.00647,0.26,0.00171,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,RM-TEA-TREE-WATER,Raw Material,Ingredient,0.01496,6.67,0.09981,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,RM-CLARY-SAGE-WATER,Raw Material,Ingredient,0.01496,5.44,0.08136,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,RM-ROSE-WATER,Raw Material,Ingredient,0.04052,11.47,0.46477,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,RM-Witch-Hazel-Distillate,Raw Material,Ingredient,0.04052,4.03,0.16326,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,INSRT-TA-Invisible-Spot,Packaging,Insert,1,0.02,0.021,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,LABL-6.125X0.5625-Invis-Spot-Side,Packaging,Label,1,,,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,LABL-TA-3.75x4.75-Toner-4oz,Packaging,Label,1,0.36,0.3605,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,LABL-TA-Face-Cream-Side-2oz,Packaging,Label,1,0.1,0.09625,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,LABL-1.875-Face-Cream-Top,Packaging,Label,1,,,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,M1006CL-Dome-Shrink-Band 66X175,Packaging,Safety Shrink Band,1,0.09,0.0912,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,M1109CL-Safety-Shrink-Band-100x38mm,Packaging,Safety Shrink Band,1,0.03,0.03231,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,SPRAY-MIST-20-410-White-5.5-NEW,Packaging,Top Cover,1,0.33,0.33292,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,WL-Acne-Face-Cream-2oz-PLSF,Raw Material,White Label,1,2.75,2.75,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,TA-Milia-Treatment-0.5oz-DS,Raw Material,Turnkey FG,1,2.55,2.55,Hibernated,
B08J33352W,BUNDLE-TA-5-Step-Acne-Kit,WL-Invisible-Spot-Treatment-PLSF,Raw Material,White Label,1,2.49,2.49,Hibernated,
B08JMCBY1R,BUNDLE-TA-5-Step-Exfo-Cystic,JAR-48-400-1/2oz-Double-Wall-White-Covalence,Packaging,CM Packaging-Container,1,0.19,0.19,Hibernated,
B08JMCBY1R,BUNDLE-TA-5-Step-Exfo-Cystic,BOX-TA-Cystic-Spot-Covalence,Packaging,CM-Box,1,0.29,0.29155,Hibernated,
B08JMCBY1R,BUNDLE-TA-5-Step-Exfo-Cystic,PCH-16oz-Stndup-WH-Matt,Packaging,container/Pouch,1,0.43,0.433,Hibernated,
B08JMCBY1R,BUNDLE-TA-5-Step-Exfo-Cystic,LABL-TA-Face-Cream-Side-2oz,Packaging,Label,1,0.1,0.09625,Hibernated,
B08JMCBY1R,BUNDLE-TA-5-Step-Exfo-Cystic,LID-48-400-Cap-F217-Liner-White,Packaging,Top Cover,1,0.1,0.1,Hibernated,
B08JMCBY1R,BUNDLE-TA-5-Step-Exfo-Cystic,TA-Cystic-Acne-Spot-Treatment-NEW-Covalence,Raw Material,Turnkey FG,1,1.31,1.31,Hibernated,
B08JMCBY1R,BUNDLE-TA-5-Step-Exfo-Cystic,WL-Acne-Face-Cream-2oz-PLSF,Raw Material,White Label,1,2.75,2.75,Hibernated,
B08J2LTBV4,BUNDLE-TA-5-Step-Max-Strength-Acne-Kit,300x50MM White Bags,Packaging,Eco Bags,1,,,Hibernated,
B08J2LTBV4,BUNDLE-TA-5-Step-Max-Strength-Acne-Kit,LABL-TA-5.93x2.37-Acne-Face-Spray-4oz,Packaging,Label,1,0.22,0.22225,Hibernated,
B08J2LTBV4,BUNDLE-TA-5-Step-Max-Strength-Acne-Kit,M1005CL-Dome-Shrink-Band 77X185,Packaging,Safety Shrink Band,1,0.09,0.09324,Hibernated,
B08J2LTBV4,BUNDLE-TA-5-Step-Max-Strength-Acne-Kit,M175-Shrink-Band-57x36,Packaging,Safety Shrink Band,1,0.01,0.01,Hibernated,
B08J2LTBV4,BUNDLE-TA-5-Step-Max-Strength-Acne-Kit,WL-Acne-Face-Cream-2oz-PLSF,Raw Material,White Label,1,2.75,2.75,Hibernated,
B08J2LTBV4,BUNDLE-TA-5-Step-Max-Strength-Acne-Kit,TA-Milia-Treatment-0.5oz-DS,Raw Material,Turnkey FG,1,2.55,2.55,Hibernated,
B08J2LTBV4,BUNDLE-TA-5-Step-Max-Strength-Acne-Kit,WL-Invisible-Spot-Treatment-PLSF,Raw Material,White Label,1,2.49,2.49,Hibernated,
B09CNS2L98,BUNDLE-TA-Blackhead,LABL-8.79x1.58-TA-Four-In-One-Acne-Treatment-4oz,Packaging,Label,1,,,Active,
B09CNS2L98,BUNDLE-TA-Blackhead,TA-Pimple-Tool-Kit,Raw Material,Turnkey FG,1,1.71,1.705,Active,
B09CNS2L98,BUNDLE-TA-Blackhead,WL-Four-In-One-4oz-PLSF,Raw Material,White Label,1,4.05,4.05,Active,
B09CNS2L98,BUNDLE-TA-Blackhead,Acne-Patches-Unlabeled,Raw Material,White Label,1,0.15,0.15,Active,
B09B2NK4W7,BUNDLE-TA-Body-Acne-Treatment-Kit,BTL-8oz-Cosmo-White-24-410,Packaging,Container/Pouch,1,0.3,0.3,Hibernated,
B09B2NK4W7,BUNDLE-TA-Body-Acne-Treatment-Kit,CLEARECOBAG-7.5X10,Packaging,Eco Bags,1,0.08,0.0816,Hibernated,
B09B2NK4W7,BUNDLE-TA-Body-Acne-Treatment-Kit,RM-TA-EUCALYPTUS-ESSENTIAL-OIL-TMP,Raw Material,Ingredient,0.00125,38.5,0.04813,Hibernated,
B09B2NK4W7,BUNDLE-TA-Body-Acne-Treatment-Kit,RM-PURIFIED-WATER,Raw Material,Ingredient,0.16394,0.26,0.04331,Hibernated,
B09B2NK4W7,BUNDLE-TA-Body-Acne-Treatment-Kit,RM-Witch-Hazel-Distillate,Raw Material,Ingredient,0.02287,4.03,0.09213,Hibernated,
B09B2NK4W7,BUNDLE-TA-Body-Acne-Treatment-Kit,RM-Aloe-Vera-Juice,Raw Material,Ingredient,0.02287,1.15,0.02622,Hibernated,
B09B2NK4W7,BUNDLE-TA-Body-Acne-Treatment-Kit,RM-TA-TEA-TREE-ESSENTIAL-OIL-TMP,Raw Material,Ingredient,0.00125,73.48,0.09185,Hibernated,
B09B2NK4W7,BUNDLE-TA-Body-Acne-Treatment-Kit,RM-PWD-SALICYLIC-ACID,Raw Material,Ingredient,0.00239,11.13,0.02661,Hibernated,
B09B2NK4W7,BUNDLE-TA-Body-Acne-Treatment-Kit,RM-MENTHOL,Raw Material,Ingredient,0.00094,31.66,0.02976,Hibernated,
B09B2NK4W7,BUNDLE-TA-Body-Acne-Treatment-Kit,RM-PWD-Potassium-Sorbate,Raw Material,Ingredient,0.00006,15.88,0.00095,Hibernated,
B09B2NK4W7,BUNDLE-TA-Body-Acne-Treatment-Kit,RM-ISO-ALCOHOL-99,Raw Material,Ingredient,0.01601,0.73,0.0117,Hibernated,
B09B2NK4W7,BUNDLE-TA-Body-Acne-Treatment-Kit,RM-TA-PEPPERMINT-ESSENTIAL-OIL-TMP,Raw Material,Ingredient,0.00125,70.95,0.08869,Hibernated,
B09B2NK4W7,BUNDLE-TA-Body-Acne-Treatment-Kit,RM-Polysorbate-20,Raw Material,Ingredient,0.00375,13.2,0.0495,Hibernated,
B09B2NK4W7,BUNDLE-TA-Body-Acne-Treatment-Kit,LABL-TA-Acne-Body-Spray,Packaging,Label,1,0.24,0.24,Hibernated,
B09B2NK4W7,BUNDLE-TA-Body-Acne-Treatment-Kit,TRIGGER-SPRAYER-24-410-7.75,Packaging,Top Cover,1,0.72,0.72,Hibernated,
B09B2NK4W7,BUNDLE-TA-Body-Acne-Treatment-Kit,TA-Aloe-Vera-Gel-16oz-PLSF,Raw Material,Turnkey FG,1,4.88,4.88,Hibernated,
B09B2NGJVN,BUNDLE-TA-Crepe-Corrector-Kit,JAR-89-400-8oz-Straight-Base-White-HS,Packaging,CM Packaging-Container,1,0.47,0.46784,Hibernated,
B09B2NGJVN,BUNDLE-TA-Crepe-Corrector-Kit,LID-89-400-Cap-F217-Liner-White-HS,Packaging,CM Packaging-Top,1,0.22,0.2194,Hibernated,
B09B2NGJVN,BUNDLE-TA-Crepe-Corrector-Kit,CLEARECOBAG-7.5X10,Packaging,Eco Bags,1,0.08,0.0816,Hibernated,
B09B2NGJVN,BUNDLE-TA-Crepe-Corrector-Kit,LABL-11.3125x1.625-Crepey-Skin-Cream-Side,Packaging,Label,1,0.13,0.125,Hibernated,
B09B2NGJVN,BUNDLE-TA-Crepe-Corrector-Kit,TA-Aloe-Vera-Gel-16oz-PLSF,Raw Material,Turnkey FG,1,4.88,4.88,Hibernated,
B09B2NGJVN,BUNDLE-TA-Crepe-Corrector-Kit,WL-Crepey-Lotion-8oz-HS,Raw Material,White Label,1,2.4,2.4,Hibernated,
B08KWPLJKT,BUNDLE-TA-Day-Night-Spot-Treatment,JAR-48-400-1/2oz-Double-Wall-White-Covalence,Packaging,CM Packaging-Container,0,0.19,0,Active,
B08KWPLJKT,BUNDLE-TA-Day-Night-Spot-Treatment,JAR-Inv-Spot-48-400-1/2oz-Double-Wall-White-PLSF,Packaging,CM Packaging-Container,0,0.26,0,Active,
B08KWPLJKT,BUNDLE-TA-Day-Night-Spot-Treatment,LABL-5.8x0.625-Cystic-Acne-Spot-0.5oz-Covalence,Packaging,CM Packaging-Label,0,,,Active,
B08KWPLJKT,BUNDLE-TA-Day-Night-Spot-Treatment,LID-48-400-Cap-F217-Liner-White-0.5oz-PLSF,Packaging,CM Packaging-Top,0,0.12,0,Active,
B08KWPLJKT,BUNDLE-TA-Day-Night-Spot-Treatment,LID-48-400-Cap-F217-Liner-White-Covalence,Packaging,CM Packaging-Top,0,0.08,0,Active,
B08KWPLJKT,BUNDLE-TA-Day-Night-Spot-Treatment,BOX-TA-Cystic-Spot-Covalence,Packaging,CM-Box,0,0.29,0,Active,
B08KWPLJKT,BUNDLE-TA-Day-Night-Spot-Treatment,LABL-6.125X0.5625-Invis-Spot-Side,Packaging,Label,0,,,Active,
B08KWPLJKT,BUNDLE-TA-Day-Night-Spot-Treatment,Safetry-Shrink-M175-57x36,Packaging,Safety Shrink Band,0,0.01,0,Active,
B08KWPLJKT,BUNDLE-TA-Day-Night-Spot-Treatment,TA-Cystic-Acne-Spot-Treatment-NEW-Covalence,Raw Material,Turnkey FG,1,1.31,1.31,Active,
B08KWPLJKT,BUNDLE-TA-Day-Night-Spot-Treatment,WL-Acne-Patches,Raw Material,White Label,1,0.29,0.2905,Active,
B08KWPLJKT,BUNDLE-TA-Day-Night-Spot-Treatment,WL-Invisible-Spot-Treatment-PLSF,Raw Material,White Label,0,2.49,0,Active,
B08KWPLJKT,BUNDLE-TA-Day-Night-Spot-Treatment,TA-Invisible-Acne-Spot-Treatment-0.5oz-DS,Raw Material,Turnkey FG,1,2.18,2.18,Active,
B09CDRNWHR,BUNDLE-TA-Milia,CLEARECOBAG-6X8,Packaging,Eco Bags,1,0.06,0.05573,Active,
B09CDRNWHR,BUNDLE-TA-Milia,LABL-8.79x1.58-TA-Four-In-One-Acne-Treatment-4oz,Packaging,Label,1,,,Active,
B09CDRNWHR,BUNDLE-TA-Milia,TA-Pimple-Tool-Kit,Raw Material,Turnkey FG,1,1.71,1.705,Active,
B09CDRNWHR,BUNDLE-TA-Milia,WL-Acne-Patches,Raw Material,White Label,2,0.29,0.581,Active,
B09CDRNWHR,BUNDLE-TA-Milia,WL-Four-In-One-4oz-PLSF,Raw Material,White Label,1,4.05,4.05,Active,
B09CDRNWHR,BUNDLE-TA-Milia,WL-Acne-Patches,Raw Material,White Label,2,0.29,0.581,Active,
B09B2L9XTT,BUNDLE-TA-Pimple-Tool-Kit,BTL-4oz-Cosmo-White-24-410-HS,Packaging,CM Packaging-Container,0,0.3,0,Active,
B09B2L9XTT,BUNDLE-TA-Pimple-Tool-Kit,LABL-TA-Acne-Eliminating-Face-Cleanser-3.4oz-HS,Packaging,CM Packaging-Label,0,0.15,0,Active,
B09B2L9XTT,BUNDLE-TA-Pimple-Tool-Kit,LID-24-410-Disc-Top-White-HS,Packaging,CM Packaging-Top,0,0.07,0,Active,
B09B2L9XTT,BUNDLE-TA-Pimple-Tool-Kit,CLEARECOBAG-7.5X10,Packaging,Eco Bags,1,0.08,0.0816,Active,
B09B2L9XTT,BUNDLE-TA-Pimple-Tool-Kit,TA-Pimple-Tool-Kit,Raw Material,Turnkey FG,1,1.71,1.705,Active,
B09B2L9XTT,BUNDLE-TA-Pimple-Tool-Kit,TA-Acne-Eliminating-Face-Cleanser-3.4oz-HS,Raw Material,Turnkey FG,0,1.7,0,Active,
B09B2L9XTT,BUNDLE-TA-Pimple-Tool-Kit,TA-Acne-Eliminating-Face-Cleanser-3.4oz-DS,Raw Material,Turnkey FG,1,0,0,Active,
B09B2L9XTT,BUNDLE-TA-Pimple-Tool-Kit,TA-Pimple-Tool-Kit,Raw Material,Turnkey FG,1,1.71,1.705,Active,
B09B2L9XTT,BUNDLE-TA-Pimple-Tool-Kit,WL-Acne-Patches,Raw Material,White Label,2,0.29,0.581,Active,
B09LXBB9KH,BUNDLE-TH-matc-puer-blk-var-4oz,PCH-4oz-TH-New-Preprinted,Packaging,container/Pouch,1,0.15,0.15,Active,
B09LXBB9KH,BUNDLE-TH-matc-puer-blk-var-4oz,PCH-4oz-TH-New-Preprinted,Packaging,container/Pouch,1,0.15,0.15,Active,
B09LXBB9KH,BUNDLE-TH-matc-puer-blk-var-4oz,PCH-4oz-TH-New-Preprinted,Packaging,container/Pouch,1,0.15,0.15,Active,
B09LXBB9KH,BUNDLE-TH-matc-puer-blk-var-4oz,CLEARECOBAG-7.5X10,Packaging,Eco Bags,1,0.08,0.0816,Active,
B09LXBB9KH,BUNDLE-TH-matc-puer-blk-var-4oz,RM-PWD-Black-Tea-Extract,Raw Material,Ingredient,0.11,9,0.99,Active,
B09LXBB9KH,BUNDLE-TH-matc-puer-blk-var-4oz,RM-PWD-Pu-erh-Tea,Raw Material,Ingredient,0.11,24,2.64,Active,
B09LXBB9KH,BUNDLE-TH-matc-puer-blk-var-4oz,RM-PWD-Tea-MatchGreen,Raw Material,Ingredient,0.11,35,3.85,Active,
B09LXBB9KH,BUNDLE-TH-matc-puer-blk-var-4oz,LABL-PS-3.75x3-Standard,Packaging,Label,1,0.08,0.082,Active,
B09LXBB9KH,BUNDLE-TH-matc-puer-blk-var-4oz,LABL-PS-3.75x3-Standard,Packaging,Label,1,0.08,0.082,Active,
B09LXBB9KH,BUNDLE-TH-matc-puer-blk-var-4oz,LABL-PS-3.75x3-Standard,Packaging,Label,1,0.08,0.082,Active,
B09LXBB9KH,BUNDLE-TH-matc-puer-blk-var-4oz,STCK-OL875WX,Packaging,Sticker,1,0.11,0.11,Active,
B00H4A36JG,DS-Face-Scrub-Charcoal-&-Bamboo,DS-Face-Scrub-Charcoal-&-Bamboo,Raw Material,Turnkey FG,1,,,Hibernated,
B00ES0Z206,DS-Face-Scrub-Indias-Secret,DS-Face-Scrub-Indias-Secret,Raw Material,Turnkey FG,1,,,Hibernated,
#N/A,Magnesium- Bisglycinate-Powder-250g,PCH-8oz-PS-Stndup-Matt,Packaging,container/Pouch,1,#N/A,#N/A,hibernated,
#N/A,Magnesium- Bisglycinate-Powder-250g,CLEARECOBAG-7.5X10,Packaging,Eco Bags,1,#N/A,#N/A,hibernated,
#N/A,Magnesium- Bisglycinate-Powder-250g,RM-PWD-Magnesium-Bisglycinate-Chelate,Raw Material,Ingredient,0.25,#N/A,#N/A,hibernated,
#N/A,NS-Caramel-Stevia-Liquid-2oz,BTL-2oz-Oval-Teardrop-White-20-410,Packaging,Container/Pouch,1,#N/A,#N/A,hibernated,
#N/A,NS-Caramel-Stevia-Liquid-2oz,CLEARECOBAG-4X5,Packaging,Eco Bags,1,#N/A,#N/A,hibernated,
#N/A,NS-Caramel-Stevia-Liquid-2oz,RM-PWD-Potassium-Sorbate,Raw Material,Ingredient,0.00002,#N/A,#N/A,hibernated,
#N/A,NS-Caramel-Stevia-Liquid-2oz,RM-PWD-CitricAcid,Raw Material,Ingredient,0.00004,#N/A,#N/A,hibernated,
