ASIN,iSKU,BOM ID,BOM Class,Component Type,Quantity (unit/kg/Liter),Material Unit Price,Per FG price,Status,
B01MFFVRX9,PS-Spirulina-Organic-1kg,PCH-24oz-PS-Stndup-Matt,Packaging,container/Pouch,1,0.46,0.46,hibernated,
B01MFFVRX9,PS-Spirulina-Organic-1kg,CLEARECOBAG-10.5X14,Packaging,Eco Bags,1,0.08,0.08,hibernated,
B01MFFVRX9,PS-Spirulina-Organic-1kg,RM-PWD-Spirulina-Organic,Raw Material,Ingredient,1,13.65,13.65,hibernated,
B01M2CNN05,PS-Spirulina-Organic-250g,PCH-24oz-PS-Stndup-Matt,Packaging,container/Pouch,1,0.46,0.46,Hibernated,
B01M2CNN05,PS-Spirulina-Organic-250g,CLEARECOBAG-7.5X10,Packaging,Eco Bags,1,0.08,0.0816,Hibernated,
B01M2CNN05,PS-Spirulina-Organic-250g,RM-PWD-Spirulina-Organic,Raw Material,Ingredient,0.25,13.65,3.4125,Hibernated,
B08B78K8S2,PS-Spray-Tops-100-Pack,PCH-5lb-Stndup-Wh-Matt,Packaging,container/Pouch,1,,,Hibernated,
B08B78K8S2,PS-Spray-Tops-100-Pack,SPRAY-MIST-20-410-White-5.5-NEW,Packaging,Top Cover,100,0.33,33.292,Hibernated,
#N/A,PS-Stevia-125g-Organic,PCH-4oz-PS-Stevia-Preprinted,Packaging,container/Pouch,1,#N/A,#N/A,Active,
#N/A,PS-Stevia-125g-Organic,CLEARECOBAG-6X8,Packaging,Eco Bags,1,#N/A,#N/A,Active,
#N/A,PS-Stevia-125g-Organic,RM-PWD-Organic-Stevia-TSG90,Raw Material,Ingredient,0.125,#N/A,#N/A,Active,
#N/A,PS-Stevia-125g-Organic,STCK-OL5400CK,Packaging,Sticker,1,#N/A,#N/A,Active,
B07DP6513C,PS-Stevia-Powder-30g,PCH-2oz-PS-Stndup-Matt,Packaging,container/Pouch,1,0.24,0.24,Hibernated,
B07DP6513C,PS-Stevia-Powder-30g,RM-PWD-Organic-Stevia-TSG90,Raw Material,Ingredient,0.03,39.17,1.17523,Hibernated,
#N/A,PS-Stevia-125g-Organic,PCH-24oz-PS-Stndup-Matt,Packaging,container/Pouch,1,#N/A,#N/A,Active,
#N/A,PS-Stevia-125g-Organic,RM-PWD-Organic-Stevia-TSG90,Raw Material,Ingredient,0.125,#N/A,#N/A,Active,
B012A3Y8LG,PS-Stevia-Powder-225g,PCH-24oz-PS-Stndup-Matt,Packaging,container/Pouch,1,0.46,0.46,Hibernated,
B012A3Y8LG,PS-Stevia-Powder-225g,RM-PWD-Organic-Stevia-TSG90,Raw Material,Ingredient,0.225,39.17,8.8142,Hibernated,
B07DP6KPLD,PS-Stevia-Powder-500g,PCH-24oz-PS-Stndup-Matt,Packaging,container/Pouch,1,0.46,0.46,Hibernated,
B07DP6KPLD,PS-Stevia-Powder-500g,RM-PWD-Organic-Stevia-TSG90,Raw Material,Ingredient,0.5,39.17,19.5871,Hibernated,
B01NA6978W,PS-Vitamin-C-1kg,PCH-24oz-PS-Stndup-Matt,Packaging,container/Pouch,1,0.46,0.46,Hibernated,
B01NA6978W,PS-Vitamin-C-1kg,CLEARECOBAG-10.5X14,Packaging,Eco Bags,1,0.08,0.08,Hibernated,
B01NA6978W,PS-Vitamin-C-1kg,RM-PWD-AscorbicAcid,Raw Material,Ingredient,1,7.5,7.5,Hibernated,
B01NA6978W,PS-Vitamin-C-1kg,LABL-PS-3.75x3-Standard,Packaging,Label,1,0.08,0.082,Hibernated,
B01N1G55Q8,PS-Vitamin-C-250g,PCH-8oz-PS-Stndup-Matt,Packaging,container/Pouch,1,0.23,0.2326,Hibernated,
B01N1G55Q8,PS-Vitamin-C-250g,CLEARECOBAG-7.5X10,Packaging,Eco Bags,1,0.08,0.0816,Hibernated,
B01N1G55Q8,PS-Vitamin-C-250g,RM-PWD-AscorbicAcid,Raw Material,Ingredient,0.25,7.5,1.875,Hibernated,
B01N1G55Q8,PS-Vitamin-C-250g,LABL-PS-3.75x3-Standard,Packaging,Label,1,0.08,0.082,Hibernated,
B08C515LPG,PS-Wheatgrass-Powder-8oz-Organic,PCH-8oz-PS-Stndup-Matt,Packaging,container/Pouch,1,0.23,0.2326,Active,
B08C515LPG,PS-Wheatgrass-Powder-8oz-Organic,CLEARECOBAG-7.5X10,Packaging,Eco Bags,1,0.08,0.0816,Active,
B08C515LPG,PS-Wheatgrass-Powder-8oz-Organic,RM-PWD-Wheat-Grass-Organic,Raw Material,Ingredient,0.2268,17,3.85553,Active,
B01ETEJNPK,TA-Acne-Body-Lotion-Cucumber-8oz,LABL-TA-Cucumber-Lotion-8oz,Packaging,Label,0,0.26,0,Active,
B01ETEJNPK,TA-Acne-Body-Lotion-Cucumber-8oz,M879CL-Dome-Shrink-Band 77X240,Packaging,Safety Shrink Band,0,0.1,0,Active,
B01ETEJNPK,TA-Acne-Body-Lotion-Cucumber-8oz,M1612CL-Dome-Shrink-Band 100X180mm,Packaging,Safety Shrink Band,1,0.11,0.107,Active,
B01ETEJNPK,TA-Acne-Body-Lotion-Cucumber-8oz,TA-Acne-Body-Lotion-Cucumber-8oz-DS,Raw Material,Turnkey FG,1,5.7,5.7,Active,
B01ETFGW6M,TA-Acne-Body-Lotion-Green-Tea-8oz,LABL-7.125x3-Body-Lotion-Green-Tea-Wrap,Packaging,Label,1,,,Hibernated,
B01ETFGW6M,TA-Acne-Body-Lotion-Green-Tea-8oz,M1005CL-Dome-Shrink-Band 77X185,Packaging,Safety Shrink Band,1,0.09,0.09324,Hibernated,
B01ETFGW6M,TA-Acne-Body-Lotion-Green-Tea-8oz,Green-Tea-Honey-Lotion-Unlabeled-8oz,Raw Material,White Label,1,2.25,2.25,Hibernated,
B01ETGXJVC,TA-Acne-Eliminating-Body-Spray-8oz,BTL-8oz-Cosmo-White-24-410,Packaging,Container/Pouch,1,0.3,0.3,Active,
B01ETGXJVC,TA-Acne-Eliminating-Body-Spray-8oz,RM-PWD-Potassium-Sorbate,Raw Material,Ingredient,0.00006,15.88,0.00095,Active,
B01ETGXJVC,TA-Acne-Eliminating-Body-Spray-8oz,RM-TA-EUCALYPTUS-ESSENTIAL-OIL-TMP,Raw Material,Ingredient,0.00125,38.5,0.04813,Active,
B01ETGXJVC,TA-Acne-Eliminating-Body-Spray-8oz,RM-TA-TEA-TREE-ESSENTIAL-OIL-TMP,Raw Material,Ingredient,0.00125,73.48,0.09185,Active,
B01ETGXJVC,TA-Acne-Eliminating-Body-Spray-8oz,RM-TA-PEPPERMINT-ESSENTIAL-OIL-TMP,Raw Material,Ingredient,0.00125,70.95,0.08869,Active,
B01ETGXJVC,TA-Acne-Eliminating-Body-Spray-8oz,RM-MENTHOL,Raw Material,Ingredient,0.00094,31.66,0.02976,Active,
B01ETGXJVC,TA-Acne-Eliminating-Body-Spray-8oz,RM-Polysorbate-20,Raw Material,Ingredient,0.00375,13.2,0.0495,Active,
B01ETGXJVC,TA-Acne-Eliminating-Body-Spray-8oz,RM-PWD-SALICYLIC-ACID,Raw Material,Ingredient,0.00239,11.13,0.02661,Active,
B01ETGXJVC,TA-Acne-Eliminating-Body-Spray-8oz,RM-ISO-ALCOHOL-99,Raw Material,Ingredient,0.01601,0.73,0.0117,Active,
B01ETGXJVC,TA-Acne-Eliminating-Body-Spray-8oz,RM-Witch-Hazel-Distillate,Raw Material,Ingredient,0.02287,4.03,0.09213,Active,
B01ETGXJVC,TA-Acne-Eliminating-Body-Spray-8oz,RM-Aloe-Vera-Juice,Raw Material,Ingredient,0.02287,1.15,0.02622,Active,
B01ETGXJVC,TA-Acne-Eliminating-Body-Spray-8oz,LABL-TA-5.75X4.75-Acne-Eliminating-Body-Spray-8oz,Packaging,Label,1,0.23,0.23,Active,
B01ETGXJVC,TA-Acne-Eliminating-Body-Spray-8oz,TRIGGER-SPRAYER-24-410-7.75-Black,Packaging,Top Cover,1,0.72,0.72379,Active,
B01ETGXJVC,TA-Acne-Eliminating-Body-Spray-8oz,M879CL-Dome-Shrink-Band 77X240,Packaging,Safety Shrink Band,1,0.1,0.1,Active,
B01ETGXJVC,TA-Acne-Eliminating-Body-Spray-8oz,TA-Acne-Eliminating-Body-Spray-8oz,iSKU,iSKU,1,,,Active,
B01ETGXJVC,TA-Acne-Eliminating-Body-Spray-8oz,RM-PURIFIED-WATER,Raw Material,Ingredient,0.16394,0.26,0.04331,Active,
B01ETGXJVC,TA-Acne-Eliminating-Body-Spray-8oz,LABL-TA-3.75x3-Acne-Patches,Packaging,Label,1,0.13,0.12513,Active,
B01ETGXJVC,TA-Acne-Eliminating-Body-Spray-8oz,WL-Acne-Patches,White Label,White Label,1,0.29,0.2905,Active,
B01ETGXJVC,TA-Acne-Eliminating-Body-Spray-8oz,PCH-16oz-Stndup-WH-Matt,Packaging,Container/Pouch,1,0.43,0.433,Active,
B08MH9WPKV,TA-Acne-Eliminating-Face-Cleanser-3.4oz,BTL-4oz-Cosmo-White-24-410-HS,Packaging,CM Packaging-Container,0,0.3,0,Active,
B08MH9WPKV,TA-Acne-Eliminating-Face-Cleanser-3.4oz,LABL-TA-Acne-Eliminating-Face-Cleanser-3.4oz-HS,Packaging,CM Packaging-Label,0,0.15,0,Active,
B08MH9WPKV,TA-Acne-Eliminating-Face-Cleanser-3.4oz,LID-24-410-Disc-Top-White-HS,Packaging,CM Packaging-Top,0,0.07,0,Active,
B08MH9WPKV,TA-Acne-Eliminating-Face-Cleanser-3.4oz,CLEARECOBAG-6X8,Packaging,Eco Bags,0,0.06,0,Active,
B08MH9WPKV,TA-Acne-Eliminating-Face-Cleanser-3.4oz,TA-Acne-Eliminating-Face-Cleanser-3.4oz-HS,Raw Material,Turnkey FG,0,1.7,0,Active,
B08MH9WPKV,TA-Acne-Eliminating-Face-Cleanser-3.4oz,TA-Acne-Eliminating-Face-Cleanser-3.4oz-DS,Raw Material,Turnkey FG,1,0,0,Active,
B01BHYAPJS,TA-Acne-Eliminating-Face-Cleanser-8oz,BTL-8oz-Cosmo-White-24-410-HS,Packaging,CM Packaging-Container,0,0.4,0,Active,
B01BHYAPJS,TA-Acne-Eliminating-Face-Cleanser-8oz,LABL-TA-Acne-Eliminating-Face-Cleanser-8oz-HS,Packaging,CM Packaging-Label,0,0.15,0,Active,
B01BHYAPJS,TA-Acne-Eliminating-Face-Cleanser-8oz,LID-24-410-Disc-Top-White-HS,Packaging,CM Packaging-Top,0,0.07,0,Active,
B01BHYAPJS,TA-Acne-Eliminating-Face-Cleanser-8oz,CLEARECOBAG-7.5X10,Packaging,Eco Bags,0,0.08,0,Active,
B01BHYAPJS,TA-Acne-Eliminating-Face-Cleanser-8oz,TA-Acne-Eliminating-Face-Cleanser-8oz-HS,Raw Material,Turnkey FG,1,2.41,2.41,Active,
B01BPDN5L6,TA-Acne-Eliminating-Face-Cream-2oz,LABL-TA-Face-Cream-Side-2oz,Packaging,Label,1,0.1,0.09625,Active,
B01BPDN5L6,TA-Acne-Eliminating-Face-Cream-2oz,M1109CL-Safety-Shrink-Band-100x38mm,Packaging,Safety Shrink Band,1,0.03,0.03231,Active,
B01BPDN5L6,TA-Acne-Eliminating-Face-Cream-2oz,WL-Acne-Face-Cream-2oz-PLSF,Raw Material,White Label,1,2.75,2.75,Active,
B01BMEUM0U,TA-Acne-Exfoliating-Body-Wash-8oz,CLEARECOBAG-7.5X10,Packaging,Eco Bags,1,0.08,0.0816,Active,
B01BMEUM0U,TA-Acne-Exfoliating-Body-Wash-8oz,LABL-TA-Body-Wash-8oz,Packaging,Label,1,,,Active,
B01BMEUM0U,TA-Acne-Exfoliating-Body-Wash-8oz,M1005CL-Dome-Shrink-Band 77X185,Packaging,Safety Shrink Band,0,0.09,0,Active,
B01BMEUM0U,TA-Acne-Exfoliating-Body-Wash-8oz,Safetry-Shrink-Dome-M1421CL-8oz,Packaging,Safety Shrink Band,1,0.11,0.11436,Active,
B01BMEUM0U,TA-Acne-Exfoliating-Body-Wash-8oz,WL-Body-Wash-8oz-PLSF,Raw Material,White Label,0,5,0,Active,
B01BMEUM0U,TA-Acne-Exfoliating-Body-Wash-8oz,WL-Body-Wash-8oz-Shay,Raw Material,White Label,1,3.27,3.26512,Active,
B08W5FLRXG,TA-Acne-Face-Cleanser-Travel-3.4oz-2Pack,BTL-4oz-Cosmo-White-24-410-HS,Packaging,CM Packaging-Container,0,0.3,0,Active,
B08W5FLRXG,TA-Acne-Face-Cleanser-Travel-3.4oz-2Pack,LABL-TA-Acne-Eliminating-Face-Cleanser-3.4oz-HS,Packaging,CM Packaging-Label,0,0.15,0,Active,
B08W5FLRXG,TA-Acne-Face-Cleanser-Travel-3.4oz-2Pack,LID-24-410-Disc-Top-White-HS,Packaging,CM Packaging-Top,0,0.07,0,Active,
B08W5FLRXG,TA-Acne-Face-Cleanser-Travel-3.4oz-2Pack,CLEARECOBAG-6X8,Packaging,Eco Bags,0,0.06,0,Active,
B08W5FLRXG,TA-Acne-Face-Cleanser-Travel-3.4oz-2Pack,TA-Acne-Eliminating-Face-Cleanser-3.4oz-HS,Raw Material,Turnkey FG,0,1.7,0,Active,
B08W5FLRXG,TA-Acne-Face-Cleanser-Travel-3.4oz-2Pack,TA-Acne-Eliminating-Face-Cleanser-3.4oz-DS,Raw Material,Turnkey FG,2,0,0,Active,
B079ZCGJZF,TA-Acne-Face-Spray-4oz,BTL-4oz-Cosmo-White-20-410,Packaging,Container/Pouch,1,0.24,0.24,Active,
B079ZCGJZF,TA-Acne-Face-Spray-4oz,CLEARECOBAG-6X8,Packaging,Eco Bags,1,0.06,0.05573,Active,
B079ZCGJZF,TA-Acne-Face-Spray-4oz,RM-PWD-Potassium-Sorbate,Raw Material,Ingredient,0.00003,15.88,0.00045,Active,
B079ZCGJZF,TA-Acne-Face-Spray-4oz,RM-PWD-SALICYLIC-ACID,Raw Material,Ingredient,0.00236,11.13,0.02624,Active,
B079ZCGJZF,TA-Acne-Face-Spray-4oz,RM-SODIUM-LACTATE,Raw Material,Ingredient,0.00468,11.24,0.05254,Active,
B079ZCGJZF,TA-Acne-Face-Spray-4oz,RM-SPEARMINT-WATER,Raw Material,Ingredient,0.01178,8.48,0.09992,Active,
B079ZCGJZF,TA-Acne-Face-Spray-4oz,RM-EUCALYPTUS-WATER,Raw Material,Ingredient,0.01178,6.48,0.07631,Active,
B079ZCGJZF,TA-Acne-Face-Spray-4oz,RM-TEA-TREE-WATER,Raw Material,Ingredient,0.01178,6.67,0.0786,Active,
B079ZCGJZF,TA-Acne-Face-Spray-4oz,RM-LEMONGRASS-WATER,Raw Material,Ingredient,0.01178,6.48,0.07631,Active,
B079ZCGJZF,TA-Acne-Face-Spray-4oz,RM-CLARY-SAGE-WATER,Raw Material,Ingredient,0.01178,5.44,0.06407,Active,
B079ZCGJZF,TA-Acne-Face-Spray-4oz,RM-Aloe-Vera-Juice,Raw Material,Ingredient,0.01178,1.15,0.01351,Active,
B079ZCGJZF,TA-Acne-Face-Spray-4oz,RM-Witch-Hazel-Distillate,Raw Material,Ingredient,0.01178,4.03,0.04747,Active,
B079ZCGJZF,TA-Acne-Face-Spray-4oz,RM-PURIFIED-WATER,Raw Material,Ingredient,0.02846,0.26,0.00752,Active,
B079ZCGJZF,TA-Acne-Face-Spray-4oz,LABL-TA-5.93x2.37-Acne-Face-Spray-4oz,Packaging,Label,1,0.22,0.22225,Active,
B079ZCGJZF,TA-Acne-Face-Spray-4oz,M1006CL-Dome-Shrink-Band 66X175,Packaging,Safety Shrink Band,1,0.09,0.0912,Active,
B079ZCGJZF,TA-Acne-Face-Spray-4oz,SPRAY-MIST-20-410-White-5.5-NEW,Packaging,Top Cover,1,0.33,0.33292,Active,
B076QLXKF7,TA-Acne-Mask-Charcoal-2oz,JAR-TA-2oz-J039A,Packaging,container/Pouch,1,,,Hibernated,
B076QLXKF7,TA-Acne-Mask-Charcoal-2oz,INSRT-TA-Char-Mask,Packaging,Insert,1,,,Hibernated,
B076QLXKF7,TA-Acne-Mask-Charcoal-2oz,LABL-.5X7-Charcoal-Mask-Side,Packaging,Label,1,,,Hibernated,
B076QLXKF7,TA-Acne-Mask-Charcoal-2oz,LABL-2-Charcoal-Mask-Top,Packaging,Label,1,,,Hibernated,
B076QLXKF7,TA-Acne-Mask-Charcoal-2oz,M1109CL-Safety-Shrink-Band-100x38mm,Packaging,Safety Shrink Band,1,0.03,0.03231,Hibernated,
B076QLXKF7,TA-Acne-Mask-Charcoal-2oz,LID-TA-2oz-L226-TA-Acne-Mask-Charcoal-Pre-Labeled,Packaging,Top Cover,1,,,Hibernated,
B076QLXKF7,TA-Acne-Mask-Charcoal-2oz,TA-Acne-Mask-Charcoal,Raw Material,Turnkey FG,1,,,Hibernated,
B08F5J12YF,TA-Acne-Prone-Sunscreen-1.7oz,LABL-TA-Sunscreen,Packaging,Label,1,0.24,0.24,Hibernated,
B08F5J12YF,TA-Acne-Prone-Sunscreen-1.7oz,TA-Safflower-Oleosomes-Sunscreen,Raw Material,Turnkey FG,1,5.13,5.13,Hibernated,
B07HHFNXVW,TA-Acne-Scar-Cream-2oz,CLEARECOBAG-6X8,Packaging,Eco Bags,1,0.06,0.05573,Active,
B07HHFNXVW,TA-Acne-Scar-Cream-2oz,LABL-1.25x7.125-Scar-Cream-Side-PLSF,Packaging,Label,1,,,Active,
B07HHFNXVW,TA-Acne-Scar-Cream-2oz,M1109CL-Safety-Shrink-Band-100x38mm,Packaging,Safety Shrink Band,1,0.03,0.03231,Active,
B07HHFNXVW,TA-Acne-Scar-Cream-2oz,WL-Scar-Cream-2oz-PLSF,Raw Material,White Label,1,3.16,3.1565,Active,
B01GKHN17K,TA-Acne-Tea-Tree-Oil-2oz,RM-TA-TEA-TREE-ESSENTIAL-OIL-TMP,Raw Material,Ingredient,0.06,73.48,4.4088,Hibernated,
B08KYLLL47,TA-Adv-Hand-Sanitizer-Gel-8oz-2-Pack,CLEARECOBAG-7.5X10,Packaging,Eco Bags,1,0.08,0.0816,Hibernated,
B08KYLLL47,TA-Adv-Hand-Sanitizer-Gel-8oz-2-Pack,TA-Adv-Hand-Sanitizer-Gel-8oz,Raw Material,Turnkey FG,2,0,0,Hibernated,
B081NMZ5JZ,TA-Advanced-Stem-Cell-Peptide-Eye-Serum,TA-Advanced-Stem-Cell-Peptide-Eye-Serum,Raw Material,Turnkey FG,1,,,Hibernated,
B08J2YWQ9F,TA-Air-Freshener-Spray-Peppermint-4oz,BTL-4oz-Cosmo-White-20-410,Packaging,Container/Pouch,1,0.24,0.24,Hibernated,
B08J2YWQ9F,TA-Air-Freshener-Spray-Peppermint-4oz,RM-Bergamot-Italian-Essential-Oil,Raw Material,Ingredient,0.0001,169.95,0.017,Hibernated,
B08J2YWQ9F,TA-Air-Freshener-Spray-Peppermint-4oz,RM-PURIFIED-WATER,Raw Material,Ingredient,0.09153,0.26,0.02418,Hibernated,
B08J2YWQ9F,TA-Air-Freshener-Spray-Peppermint-4oz,RM-PURIFIED-WATER,Raw Material,Ingredient,0.00787,0.26,0.00208,Hibernated,
B08J2YWQ9F,TA-Air-Freshener-Spray-Peppermint-4oz,RM-Grapefruit-Pink-Essential-Oil,Raw Material,Ingredient,0.0005,78.87,0.03944,Hibernated,
B08J2YWQ9F,TA-Air-Freshener-Spray-Peppermint-4oz,RM-ISO-ALCOHOL-99,Raw Material,Ingredient,0.00353,0.73,0.00258,Hibernated,
B08J2YWQ9F,TA-Air-Freshener-Spray-Peppermint-4oz,RM-Polysorbate-20,Raw Material,Ingredient,0.0016,13.2,0.02112,Hibernated,
B08J2YWQ9F,TA-Air-Freshener-Spray-Peppermint-4oz,RM-TA-PEPPERMINT-ESSENTIAL-OIL-TMP,Raw Material,Ingredient,0.001,70.95,0.07095,Hibernated,
B08J2YWQ9F,TA-Air-Freshener-Spray-Peppermint-4oz,RM-Witch-Hazel-Distillate,Raw Material,Ingredient,0.01,4.03,0.04029,Hibernated,
B08J2YWQ9F,TA-Air-Freshener-Spray-Peppermint-4oz,LABL-TA-3.75x4.75-Air-Freshener-4oz,Packaging,Label,1,0.13,0.13,Hibernated,
B08J2YWQ9F,TA-Air-Freshener-Spray-Peppermint-4oz,M1006CL-Dome-Shrink-Band 66X175,Packaging,Safety Shrink Band,1,0.09,0.0912,Hibernated,
B08J2YWQ9F,TA-Air-Freshener-Spray-Peppermint-4oz,SPRAY-MIST-20-410-White-5.5-NEW,Packaging,Top Cover,1,0.33,0.33292,Hibernated,
B01M9DP25F,TA-Anti-Acne-Pillow-Spray-4oz,RM-PURIFIED-WATER,Raw Material,Ingredient,0.10403,0.26,0.02748,Active,
B01M9DP25F,TA-Anti-Acne-Pillow-Spray-4oz,RM-ISO-ALCOHOL-99,Raw Material,Ingredient,0.01022,0.73,0.00747,Active,
B01M9DP25F,TA-Anti-Acne-Pillow-Spray-4oz,RM-Cashmere-Pear-Fragrance-Oil,Raw Material,Ingredient,0.0005,81.83,0.04091,Active,
B01M9DP25F,TA-Anti-Acne-Pillow-Spray-4oz,RM-Aloe-Vera-Juice,Raw Material,Ingredient,0.00025,1.15,0.00029,Active,
B01M9DP25F,TA-Anti-Acne-Pillow-Spray-4oz,RM-TA-PEPPERMINT-ESSENTIAL-OIL-TMP,Raw Material,Ingredient,0.00006,70.95,0.00426,Active,
B01M9DP25F,TA-Anti-Acne-Pillow-Spray-4oz,RM-TA-LAVENDER-ESSENTIAL-OIL-TMP,Raw Material,Ingredient,0.00006,83.6,0.00502,Active,
B01M9DP25F,TA-Anti-Acne-Pillow-Spray-4oz,RM-TA-TEA-TREE-ESSENTIAL-OIL-TMP,Raw Material,Ingredient,0.00006,73.48,0.00441,Active,
B01M9DP25F,TA-Anti-Acne-Pillow-Spray-4oz,RM-Clary-Sage-Essential-Oil,Raw Material,Ingredient,0.00006,178.79,0.01073,Active,
B01M9DP25F,TA-Anti-Acne-Pillow-Spray-4oz,RM-Euxyl-PE-9010,Raw Material,Ingredient,0.00056,39.93,0.02236,Active,
B01M9DP25F,TA-Anti-Acne-Pillow-Spray-4oz,RM-Polysorbate-20,Raw Material,Ingredient,0.00218,13.2,0.02878,Active,
B01M9DP25F,TA-Anti-Acne-Pillow-Spray-4oz,BTL-4oz-Cosmo-White-20-410,Packaging,Container/Pouch,1,0.24,,Active,
B01M9DP25F,TA-Anti-Acne-Pillow-Spray-4oz,LABL-TA-Pillow-Spray,Packaging,Label,1,0.18,,Active,
B01M9DP25F,TA-Anti-Acne-Pillow-Spray-4oz,M1006CL-Dome-Shrink-Band 66X175,Packaging,Safety Shrink Band,1,0.09,,Active,
B01M9DP25F,TA-Anti-Acne-Pillow-Spray-4oz,SPRAY-MIST-20-410-White-5.5-NEW,Packaging,Top Cover,1,0.33,,Active,
B08FVSG7KR,TA-Aloe-Vera-Gel-16oz,CLEARECOBAG-7.5X10,Packaging,Eco Bags,1,0.08,0.0816,Hibernated,
B08FVSG7KR,TA-Aloe-Vera-Gel-16oz,TA-Aloe-Vera-Gel-16oz-PLSF,Raw Material,Turnkey FG,1,4.88,4.88,Hibernated,
B08C3XXQDQ,TA-Anti-Acne-Pillow-Spray-Lavender-4oz,RM-PURIFIED-WATER,Raw Material,Ingredient,0.10403,0.26,0.02748,Active,
B08C3XXQDQ,TA-Anti-Acne-Pillow-Spray-Lavender-4oz,RM-ISO-ALCOHOL-99,Raw Material,Ingredient,0.01022,0.73,0.00747,Active,
B08C3XXQDQ,TA-Anti-Acne-Pillow-Spray-Lavender-4oz,RM-Cashmere-Pear-Fragrance-Oil,Raw Material,Ingredient,0.0005,81.83,0.04091,Active,
B08C3XXQDQ,TA-Anti-Acne-Pillow-Spray-Lavender-4oz,RM-Aloe-Vera-Juice,Raw Material,Ingredient,0.00025,1.15,0.00029,Active,
B08C3XXQDQ,TA-Anti-Acne-Pillow-Spray-Lavender-4oz,RM-TA-PEPPERMINT-ESSENTIAL-OIL-TMP,Raw Material,Ingredient,0.00006,70.95,0.00426,Active,
B08C3XXQDQ,TA-Anti-Acne-Pillow-Spray-Lavender-4oz,RM-TA-LAVENDER-ESSENTIAL-OIL-TMP,Raw Material,Ingredient,0.00006,83.6,0.00502,Active,
B08C3XXQDQ,TA-Anti-Acne-Pillow-Spray-Lavender-4oz,RM-TA-TEA-TREE-ESSENTIAL-OIL-TMP,Raw Material,Ingredient,0.00006,73.48,0.00441,Active,
B08C3XXQDQ,TA-Anti-Acne-Pillow-Spray-Lavender-4oz,RM-Clary-Sage-Essential-Oil,Raw Material,Ingredient,0.00006,178.79,0.01073,Active,
B08C3XXQDQ,TA-Anti-Acne-Pillow-Spray-Lavender-4oz,RM-Euxyl-PE-9010,Raw Material,Ingredient,0.00056,39.93,0.02236,Active,
B08C3XXQDQ,TA-Anti-Acne-Pillow-Spray-Lavender-4oz,RM-Polysorbate-20,Raw Material,Ingredient,0.00218,13.2,0.02878,Active,
B08C3XXQDQ,TA-Anti-Acne-Pillow-Spray-Lavender-4oz,BTL-4oz-Cosmo-White-20-410,Packaging,Container/Pouch,1,0.24,0.24,Active,
B08C3XXQDQ,TA-Anti-Acne-Pillow-Spray-Lavender-4oz,LABL-TA-Pillow-Spray,Packaging,Label,1,0.18,0.18,Active,
B08C3XXQDQ,TA-Anti-Acne-Pillow-Spray-Lavender-4oz,M1006CL-Dome-Shrink-Band 66X175,Packaging,Safety Shrink Band,1,0.09,0.0912,Active,
B08C3XXQDQ,TA-Anti-Acne-Pillow-Spray-Lavender-4oz,SPRAY-MIST-20-410-White-5.5-NEW,Packaging,Top Cover,1,0.33,0.33292,Active,
B08C3XXQDQ,TA-Anti-Acne-Pillow-Spray-Lavender-4oz,TA-Anti-Acne-Pillow-Spray-Lavender-4oz,iSKU,iSKU,1,,,Active,
B08BSR8ZGN,TA-Anti-Frizz-Nourishing-Styling-Cream-8oz,BTL-TA-8oz-B311AM,Packaging,Container/Pouch,1,0.29,0.29,Hibernated,
B08BSR8ZGN,TA-Anti-Frizz-Nourishing-Styling-Cream-8oz,BTLCAP-TA-8oz-L381,Packaging,Container/Pouch,1,,,Hibernated,
B08BSR8ZGN,TA-Anti-Frizz-Nourishing-Styling-Cream-8oz,CLEARECOBAG-7.5X10,Packaging,Eco Bags,1,0.08,0.0816,Hibernated,
B08BSR8ZGN,TA-Anti-Frizz-Nourishing-Styling-Cream-8oz,LABL-Anti-Frizz-Nourishing-Styling-Cream,Packaging,Label,1,,,Hibernated,
B08BSR8ZGN,TA-Anti-Frizz-Nourishing-Styling-Cream-8oz,M1005CL-Dome-Shrink-Band 77X185,Packaging,Safety Shrink Band,1,0.09,0.09324,Hibernated,
B08BSR8ZGN,TA-Anti-Frizz-Nourishing-Styling-Cream-8oz,TA-Anti-Frizz-Nourishing-Cream,Raw Material,Turnkey FG,1,,,Hibernated,
B01BPBXJIM,TA-Balancing-Herbal-Toner-4oz,BTL-4oz-Cosmo-White-20-410,Packaging,Container/Pouch,1,0.24,0.24,Active,
B01BPBXJIM,TA-Balancing-Herbal-Toner-4oz,CLEARECOBAG-6X8,Packaging,Eco Bags,1,0.06,0.05573,Active,
B01BPBXJIM,TA-Balancing-Herbal-Toner-4oz,RM-Euxyl-PE-9010,Raw Material,Ingredient,0.00056,39.93,0.0224,Active,
B01BPBXJIM,TA-Balancing-Herbal-Toner-4oz,RM-PURIFIED-WATER,Raw Material,Ingredient,0.00647,0.26,0.00171,Active,
B01BPBXJIM,TA-Balancing-Herbal-Toner-4oz,RM-TEA-TREE-WATER,Raw Material,Ingredient,0.01496,6.67,0.09981,Active,
B01BPBXJIM,TA-Balancing-Herbal-Toner-4oz,RM-CLARY-SAGE-WATER,Raw Material,Ingredient,0.01496,5.44,0.08136,Active,
