,,,,,,Powder COAs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PURCHASE ORDER DETAILS,,,,,,,,,,,,,DELIVERY DETAILS,,,,,,,,,,,,,COA DETAILS,,,PRICING DETAILS,,,,,,,,,PAYMENT DETAILS,,,,,,,,,,,,,,,REMARKS,,,,,,
DATE ISSUED,REFERENCE,PO #,ASIN,BOM ID,DESCRIPTION,ITEM STATUS/NOTES,CATEGORY,PRODUCT,QTY,UOM,SUPPIER,STATUS,ESTIMATED MFG COMPLETION DATE,ESTIMATED MFG LEAD TIME (DAYS),ESTIMATED SHIPPING LEAD TIME (DAYS),ESTIMATED ARRIVAL DATE,CURRENT EXPECTED ARRIVAL DATE,ACTUAL MFG COMPLETION DATE,ACTUAL MFG LEAD TIME (DAYS),ACTUAL SHIPPING LEAD TIME (DAYS),ACTUAL ARRIVAL DATE,MFG LEAD TIME VARIANCE,SHIPPING LEAD TIME VARIANCE,SHIP TO,CONFIDENTIAL FOR NOVAEO ONLY,COA FOR CUSTOMERS,MFG DATE,EXPIRY DATE,UNIT PRICE,AMOUNT,FREIGHT,DUTY/TAXES,OTHER CHARGES,TOTAL AMOUNT,Landed Cost/unit,PAYMENT TERM,FREIGHT TERM,INVOICE NO.,DOWN PAYMENT,DP DUE DATE,DP DATE PAID,BALANCE AMOUNT,BALANCE DUE DATE,BALANCE PAID DATE,Withn MFG SLA,Within Shipping SLA,Agreed SLA,Delivery TL,Within XSLA,Year,Month,Week,FINDINGS,Type,ASIN,ISKU/BOM,QTY,UOM,Status
04/05/22,,118670,,LABL-AY-6.125x0.5625-Warrior-2-Spot-Jar,,"[0.563""h x 6.125""w] #1262",,,"1,400",pcs,Wizard Labels,CHECKED IN,4/15/2022,5,7,4/19/2022,4/19/2022,4/15/2022,10,4,4/19/2022,0,-3,Tampa,,,,,$0.21 ,$294.00 ,,,,$294.00 ,$0.21 ,CBS,,,,,,,,,No,Yes,12,14,0,2022,Apr,14,UPS TN 1ZE02E120359615567,Label,,LABL-AY-6.125x0.5625-Warrior-2-Spot-Jar,"1,400",pcs,
04/05/22,,118670,,LABL-TA-3.75x4.75-Yoga-Mat-Spray-4oz,,[3.750 x 4.750] #1189,,,"1,182",pcs,Wizard Labels,CHECKED IN,4/15/2022,5,7,4/19/2022,4/19/2022,4/15/2022,10,4,4/19/2022,0,-3,Tampa,,,,,$0.32 ,$378.24 ,,,,$378.24 ,$0.32 ,CBS,,,,,,,,,No,Yes,12,14,0,2022,Apr,14,UPS TN 1ZE02E120359615567,Label,,LABL-TA-3.75x4.75-Yoga-Mat-Spray-4oz,"1,182",pcs,
04/05/22,,118670,,LABL-TA-5.75x4.75-Acne-Eliminating-Body-Spray-8oz,,[4.750 x 5.750] #1194,,,"2,462",pcs,Wizard Labels,CHECKED IN,4/15/2022,5,7,4/19/2022,4/19/2022,4/15/2022,10,4,4/19/2022,0,-3,Tampa,,,,,$0.28 ,$689.36 ,,,,$689.36 ,$0.28 ,CBS,,,,,,,,,No,Yes,12,14,0,2022,Apr,14,UPS TN 1ZE02E120359615567,Label,,LABL-TA-5.75x4.75-Acne-Eliminating-Body-Spray-8oz,"2,462",pcs,
04/05/22,,118670,,LABL-TA-Cucumber-Lotion-8oz,,"[3.000""h x 7.125""w] #1172",,,"1,600",pcs,Wizard Labels,CHECKED IN,4/15/2022,5,7,4/19/2022,4/19/2022,4/15/2022,10,4,4/19/2022,0,-3,Tampa,,,,,$0.27 ,$432.00 ,,,,$432.00 ,$0.27 ,CBS,,,,,,,,,No,Yes,12,14,0,2022,Apr,14,UPS TN 1ZE02E120359615567,Label,,LABL-TA-Cucumber-Lotion-8oz,"1,600",pcs,
04/05/22,,113123,,PCH-8oz-PS-Stndup-Matt,,,,,"1,000",pcs,Sav on Bags,CHECKED IN,4/25/2022,14,7,05/01/22,4/27/2022,4/25/2022,20,3,4/28/2022,0,-4,Tampa,,,,,$0.26 ,$259.00 ,$41.00 ,,,$300.00 ,$0.30 ,CBS,,,,,,,,,No,Yes,21,23,0,2022,Apr,14,UPS TN 1Z6777680348262907,Container/Pouch,,PCH-8oz-PS-Stndup-Matt,"1,000",pcs,
04/05/22,,2105,,RM-PWD-Black-Tea-Extract,,,,,600,kg,Passiono,CHECKED IN,4/30/2022,10,30,5/30/2022,7/21/2022,4/25/2022,20,85,7/19/2022,-5,55,Tampa,20220408,20220408,04/08/22,04/07/24,$14.00 ,"$8,400.00 ",,,,"$8,400.00 ",$14.00 ,NET30,,PSNK22040706-REV,,,,"$8,400.00 ",7/15/2022,7/15/2022,No,No,40,105,0,2022,Apr,14,Arrived in port NY 7/5,Ingredient,,RM-PWD-Black-Tea-Extract,600,kg,
04/05/22,,31440,,RM-EUCALYPTUS-WATER,,,,,5,gal,Organic Creations,CHECKED IN,04/10/22,5,7,4/17/2022,4/17/2022,04/10/22,5,8,4/18/2022,0,1,Tampa,,,,,$24.50 ,$122.50 ,$38.00 ,,,$160.50 ,$32.10 ,CBS,,,,,,,,,,No,12,13,0,2022,Apr,14,FedEX TN 776577468716,Ingredient,,RM-EUCALYPTUS-WATER,5,gal,
04/05/22,,31440,,RM-Peppermint-Water,,,,,5,gal,Organic Creations,CHECKED IN,04/10/22,5,7,4/17/2022,4/17/2022,04/10/22,5,8,4/18/2022,0,1,Tampa,,,,,$24.50 ,$122.50 ,$38.00 ,,,$160.50 ,$32.10 ,CBS,,,,,,,,,,No,12,13,0,2022,Apr,14,FedEX TN 776577468716,Ingredient,,RM-Peppermint-Water,5,gal,
04/05/22,,2116,,RM-PWD-AlphaGPC,,,,,25,kg,Haigen,CHECKED IN,4/25/2022,20,15,05/05/22,5/16/2022,4/25/2022,20,28,5/23/2022,0,13,Tampa,22210041201,22210041201,04/12/22,04/11/24,$108.00 ,"$2,700.00 ",,,,"$2,700.00 ",$108.00 ,NET90,,22NK10C0421Y1986,,,,"$2,700.00 ",6/25/2022,6/27/2022,,No,35,48,0,2022,Apr,14,FedEX TN 776700234761,Ingredient,,RM-PWD-AlphaGPC,25,kg,
04/05/22,,1872,,JAR-48-400-1/2oz-Double-Wall-White-Covalence,,,,,"10,000",pcs,General Bottle Supply,CHECKED IN,4/20/2022,14,7,4/25/2022,4/25/2022,4/20/2022,15,1,4/21/2022,0,-6,Covalence,,,,,$0.18 ,"$1,750.00 ",,,,"$1,750.00 ",$0.18 ,,,,,,,,,,No,Yes,21,16,1,2022,Apr,14,,,,JAR-48-400-1/2oz-Double-Wall-White-Covalence,"10,000",pcs,
04/05/22,,1872,,LID-48-400-Cap-F217-Liner-White-Covalence,,,,,"10,000",pcs,General Bottle Supply,CHECKED IN,4/20/2022,14,7,4/25/2022,4/25/2022,4/20/2022,15,1,4/21/2022,0,-6,Covalence,,,,,$0.09 ,$900.00 ,,,,$900.00 ,$0.09 ,,,,,,,,,,No,Yes,21,16,1,2022,Apr,14,,,,LID-48-400-Cap-F217-Liner-White-Covalence,"10,000",pcs,
04/05/22,,274645,,CLEARECOBAG-6X8,,,,,"20,000",pcs,EcoEnclose,CHECKED IN,04/08/22,5,7,04/12/22,04/12/22,04/08/22,3,5,4/13/2022,0,-2,Tampa,,,,,$0.05 ,$968.00 ,$94.10 ,,,"$1,062.10 ",$0.05 ,NET30,,,,,,,,,Yes,Yes,12,8,1,2022,Apr,14,,Eco Bags,,CLEARECOBAG-6X8,"20,000",pcs,
04/05/22,,2100,,BTL-24-410-Cylinder-Round-8oz-White,,B302,,,"20,163",pcs,Container and Packaging,CHECKED IN,04/10/22,5,7,04/12/22,04/12/22,04/10/22,5,3,4/13/2022,0,-4,Tampa,,,,,$0.27 ,"$5,378.88 ",,,,"$5,378.88 ",$0.27 ,NET45,,1503765,,,,"$5,378.00 ",05/05/22,05/06/22,,Yes,12,8,1,2022,Apr,14,SAIA PRO#105970661105,Container/Pouch,,BTL-24-410-Cylinder-Round-8oz-White,"20,163",pcs,
04/05/22,,2101,,BTL-16oz-Diamond-White-24-410,,B1270WH,,,"1,080",pcs,Container and Packaging,CHECKED IN,04/10/22,5,7,04/12/22,04/12/22,04/10/22,5,3,4/13/2022,0,-4,Tampa,,,,,$0.41 ,$448.15 ,,,,$448.15 ,$0.42 ,NET45,,1503781,,,,$448.15 ,05/05/22,05/05/22,,Yes,12,8,1,2022,Apr,14,SAIA PRO#105970661105,Container/Pouch,,BTL-16oz-Diamond-White-24-410,"1,080",pcs,
04/05/22,,2102,,BTL-8oz-Cosmo-White-24-410,,B318W,,,"4,500",pcs,Container and Packaging,CHECKED IN,04/10/22,5,7,04/12/22,4/13/2022,04/10/22,5,1,04/11/22,0,-6,Tampa,,,,,$0.31 ,"$1,398.74 ",,,,"$1,398.74 ",$0.31 ,NET45,,1503786,,,,"$1,709.94 ",05/08/22,05/08/22,,Yes,12,6,1,2022,Apr,14,SAIA PRO#105970661401,Container/Pouch,,BTL-8oz-Cosmo-White-24-410,"4,500",pcs,
04/05/22,,2104,,M1109CL-Safety-Shrink-Band-100x38mm,,,,,"5,000",pcs,Container and Packaging,CHECKED IN,4/21/2022,14,7,4/28/2022,4/28/2022,4/22/2022,17,-1,4/21/2022,1,-8,Tampa,,,,,$0.05 ,$230.95 ,$24.40 ,,,$255.35 ,$0.05 ,NET45,,1503813,,,,$230.95 ,5/19/2022,5/19/2022,No,Yes,21,16,1,2022,Apr,14,,Safety Shrink Band,,M1109CL-Safety-Shrink-Band-100x38mm,"5,000",pcs,
04/05/22,,1704782,,"TRIGGER-SPRAYER-24-410-7.75""-Black",,HT-23685,,,"1,200",pcs,Container and Packaging,CHECKED IN,04/12/22,5,7,4/19/2022,4/19/2022,04/12/22,7,13,4/25/2022,0,6,Tampa,,,,,$0.72 ,$864.00 ,,,,$864.00 ,$0.72 ,NET45,,1704782,,,,"$4,060.00 ",5/20/2022,5/20/2022,No,No,12,20,0,2022,Apr,14,UPS TN 1Z3XX5120371032844,,,"TRIGGER-SPRAYER-24-410-7.75""-Black","1,200",pcs,
04/05/22,,2099,,RM-PWD-Stevia-SG95RA60,,Supplier available stock 280 kgs,,,360,kg,"Changsha Huir Biological-Tech Co., LTD (Huir)",CHECKED IN,04/10/22,5,7,4/17/2022,4/20/2022,4/17/2022,12,3,4/20/2022,7,-4,Tampa,19101518,19101518,10/14/2019,10/15/2023,$23.00 ,"$8,280.00 ",,,,"$8,280.00 ",$23.00 ,NET30,,2099,,,,"$16,840.00 ",5/18/2022,5/18/2022,No,Yes,12,15,0,2022,Apr,14,TFORCE 373572371,Ingredient,,RM-PWD-Stevia-SG95RA60,360,kg,
04/05/22,,2099,,RM-PWD-Stevia-SG95RA60,,Organic,,,320,kg,"Changsha Huir Biological-Tech Co., LTD (Huir)",CHECKED IN,04/10/22,5,7,4/17/2022,4/20/2022,4/17/2022,12,3,4/20/2022,7,-4,Tampa,19041911,19041911,4/18/2019,4/17/2024,$26.00 ,"$8,320.00 ",,,,"$8,320.00 ",$26.00 ,NET30,,2099,,,,"$8,320.00 ",5/18/2022,5/18/2022,No,Yes,12,15,0,2022,Apr,14,TFORCE 373572371,,,RM-PWD-Stevia-SG95RA60,320,kg,
04/07/22,,2113,,TA-Cystic-Acne-Spot-Treatment-NEW-Covalence,,,,,"9,800",units,Covalence,CHECKED IN,7/14/2022,98,7,7/28/2022,9/29/2022,9/21/2022,167,5,9/26/2022,69,-2,Tampa,,,,,$1.14 ,"$11,172.00 ",$759.00 ,,"$3,120.00 ","$15,051.00 ",$1.54 ,Net 30 on ship date,,,,,,,,,No,Yes,105,172,0,2022,Apr,14,Road Runner TN 376090304,Turnkey FG,B01BPCAWK4,TA-Cystic-Acne-Spot-Treatment-0.5oz,"9,800",units,
04/08/22,,112832,,PCH-4oz-Stndup-WH-Matt,,"4oz OOS, processed order for 5oz",,,"10,000",pcs,Sav on Bags,CHECKED IN,4/13/2022,5,7,4/17/2022,4/17/2022,4/20/2022,12,0,4/20/2022,7,-7,Tampa,,,,,$0.14 ,"$1,400.00 ",$42.00 ,,,"$1,442.00 ",$0.14 ,CBS,,,,,,,,,No,Yes,12,12,1,2022,Apr,14,,Container/Pouch,,PCH-4oz-Stndup-WH-Matt,"10,000",pcs,
04/08/22,,2108,,WL-Cucumber-Body-Lotion-8oz-PLSF,,,,,"2,008",pcs,PLSF,CHECKED IN,4/29/2022,20,7,5/22/2022,5/22/2022,4/29/2022,21,23,5/22/2022,0,16,Tampa,,,,,$6.75 ,"$13,554.00 ",,,,"$13,554.00 ",$6.75 ,Due Upon Reciept,,,,,,,,,No,No,27,44,0,2022,Apr,14,FedEx TN 776890917997,,,WL-Cucumber-Body-Lotion-8oz-PLSF,"2,008",pcs,
04/08/22,,2109,,WL-Cystic-Spot-0.5oz-PLSF,,,,,"1,244",pcs,PLSF,CHECKED IN,05/06/22,28,7,5/30/2022,5/30/2022,5/25/2022,47,2,5/27/2022,19,-5,Tampa,,,,,$2.49 ,"$3,097.56 ",$62.00 ,,,"$3,159.56 ",$2.54 ,Due Upon Reciept,,5732,,,,"$3,159.56 ",5/26/2022,5/26/2022,No,Yes,35,49,0,2022,Apr,14,FedEx TN 776968609579,,,,,,
04/08/22,,2110,,WL-Invisible-Spot-Treatment-PLSF,,,,,"3,204",pcs,PLSF,CHECKED IN,4/29/2022,20,7,5/22/2022,5/22/2022,4/29/2022,21,23,5/22/2022,0,16,Tampa,,,,,$2.21 ,"$7,080.84 ",,,,"$7,080.84 ",$2.21 ,Due Upon Reciept,,,,,,,,,No,No,27,44,0,2022,Apr,14,FedEx TN 776890917997,White Label,,WL-Invisible-Spot-Treatment-PLSF,"3,204",pcs,
04/08/22,,2110,,WL-Invisible-Spot-Treatment-PLSF,,,,,"3,000",pcs,PLSF,CHECKED IN,6/17/2022,28,7,6/24/2022,07/12/22,6/30/2022,83,6,07/06/22,13,-1,Tampa,204822-957,204822-957,,,$2.21 ,"$6,630.00 ",,,,"$6,630.00 ",$2.21 ,Due Upon Reciept,,,,,,,,,No,Yes,35,89,0,2022,Apr,14,,White Label,,WL-Invisible-Spot-Treatment-PLSF,"3,000",pcs,
04/08/22,,31440,,RM-SPEARMINT-WATER,,,,,5,gal,Organic Creations,CHECKED IN,04/10/22,5,7,4/17/2022,4/17/2022,04/10/22,2,8,4/18/2022,0,1,Tampa,,,,,$24.50 ,$122.50 ,$38.00 ,,,$160.50 ,$32.10 ,CBS,,,,,,,,,Yes,No,12,10,1,2022,Apr,14,FedEX TN 776577468716,Ingredient,,RM-SPEARMINT-WATER,5,gal,
04/08/22,,31440,,RM-TEA-TREE-WATER,,,,,5,gal,Organic Creations,CHECKED IN,04/10/22,5,7,4/17/2022,4/17/2022,04/10/22,2,8,4/18/2022,0,1,Tampa,,,,,$24.50 ,$122.50 ,$38.00 ,,,$160.50 ,$32.10 ,CBS,,,,,,,,,Yes,No,12,10,1,2022,Apr,14,FedEX TN 776577468716,Ingredient,,RM-TEA-TREE-WATER,5,gal,
04/08/22,,2106,,RM-PWD-L-Theanine,,,,,100,kg,Nutravative,CHECKED IN,04/10/22,5,7,4/17/2022,4/20/2022,04/10/22,2,8,4/18/2022,0,1,Tampa,20210530905,20210530905,5/17/2021,05/10/23,$32.00 ,"$3,200.00 ",,,,"$3,200.00 ",$32.00 ,NET30,,27114,,,,"$3,200.00 ",5/14/2022,5/13/2022,Yes,No,12,10,1,2022,Apr,14,AAA COOPER TN 23782582,Ingredient,,RM-PWD-L-Theanine,100,kg,
04/08/22,,2107,,RM-PWD-Shilajith,,,,,200,kg,Nutravative,CHECKED IN,5/20/2022,20,7,5/27/2022,5/27/2022,5/15/2022,37,5,5/20/2022,-5,-2,Tampa,XC20220430,XC20220430,4/29/2022,4/28/2024,$39.00 ,"$7,800.00 ",,,,"$7,800.00 ",$39.00 ,NET30,,27445,,,,"$7,800.00 ",6/17/2022,6/17/2022,No,Yes,27,42,0,2022,Apr,14,FedEx Freight 9277661632,Ingredient,,RM-PWD-Shilajith,200,kg,
04/08/22,,116322,,RM-Polysorbate-20,,,,,84,lbs,MYO,CHECKED IN,04/12/22,5,7,4/19/2022,4/19/2022,04/12/22,4,3,4/15/2022,0,-4,Tampa,,,,,$4.76 ,$399.84 ,$88.00 ,$42.00 ,,$529.84 ,$6.31 ,CBS,,,,,,,,,Yes,Yes,12,7,1,2022,Apr,14,,Ingredient,,RM-Polysorbate-20,84,lbs,
04/08/22,,400238,,RM-TA-EUCALYPTUS-ESSENTIAL-OIL-TMP,,,,,5,lbs,Lebermuth,CHECKED IN,4/28/2022,5,7,4/18/2022,05/12/22,05/01/22,23,9,05/10/22,3,2,Tampa,,,,,$19.25 ,$96.25 ,,,,$96.25 ,$19.25 ,NET30,,,,,,,,,No,No,12,32,0,2022,Apr,14,FedEx TN 569145594528,Ingredient,,RM-TA-EUCALYPTUS-ESSENTIAL-OIL-TMP,5,lbs,
04/08/22,,400238,,RM-Organic-Orange-Essential-Oil,,,,,5,lbs,Lebermuth,CHECKED IN,4/28/2022,5,7,4/18/2022,05/12/22,05/01/22,23,9,05/10/22,3,2,Tampa,,,,,$23.30 ,$116.50 ,,,,$116.50 ,$23.30 ,NET30,,,,,,,,,No,No,12,32,0,2022,Apr,14,FedEx TN 569145594528,Ingredient,,RM-Organic-Orange-Essential-Oil,5,lbs,
04/08/22,,400238,,RM-TA-LEMON-ESSENTIAL-OIL-TMP,,,,,5,lbs,Lebermuth,CHECKED IN,4/28/2022,5,7,4/18/2022,05/12/22,05/01/22,23,9,05/10/22,3,2,Tampa,,,,,$77.25 ,$386.25 ,,,,$386.25 ,$77.25 ,NET30,,,,,,,,,No,No,12,32,0,2022,Apr,14,FedEx TN 569145594528,Ingredient,,RM-TA-LEMON-ESSENTIAL-OIL-TMP,5,lbs,
04/08/22,,400238,,RM-TA-LAVENDER-ESSENTIAL-OIL-TMP,,,,,5,lbs,Lebermuth,CHECKED IN,4/28/2022,5,7,4/18/2022,05/12/22,05/01/22,23,9,05/10/22,3,2,Tampa,,,,,$42.75 ,$213.75 ,,,,$213.75 ,$42.75 ,NET30,,,,,,,,,No,No,12,32,0,2022,Apr,14,FedEx TN 569145594528,Ingredient,,RM-TA-LAVENDER-ESSENTIAL-OIL-TMP,5,lbs,
04/08/22,,2111,,TA-Acne-Eliminating-Face-Cleanser-8oz-HS,,,,,"1,000",pcs,Health Specialty,CHECKED IN,07/01/22,84,7,07/08/22,07/11/22,6/30/2022,83,11,07/11/22,-1,4,Tampa,,,,,$2.30 ,"$2,300.00 ",,,,"$2,300.00 ",$2.30 ,NET30,,6090,,,,"$2,300.00 ",7/30/2022,7/30/2022,Yes,No,91,94,0,2022,Apr,14,TFORCE FREIGHT 382302874,Turnkey FG,B01BHYAPJS,TA-Acne-Eliminating-Face-Cleanser-8oz,"1,000",pcs,
04/08/22,,2111,,AY-Charcoal-To-Sparkle-Acne-Wash-8oz-HS,,,,,"1,000",pcs,Health Specialty,CHECKED IN,07/01/22,84,7,07/08/22,07/11/22,6/30/2022,83,11,07/11/22,-1,4,Tampa,,,,,$2.30 ,"$2,300.00 ",,,,"$2,300.00 ",$2.30 ,NET30,,6090,,,,"$2,300.00 ",7/30/2022,7/30/2022,Yes,No,91,94,0,2022,Apr,14,TFORCE FREIGHT 382302874,Turnkey FG,B08KDB2KQF,AY-Charcoal-To-Sparkle-Acne-Wash-8oz,"1,000",pcs,
04/08/22,,2111,,TA-Acne-Eliminating-Face-Cleanser-3.4oz-HS,,,,,"3,000",pcs,Health Specialty,CHECKED IN,07/01/22,84,7,07/08/22,07/11/22,6/30/2022,83,11,07/11/22,-1,4,Tampa,,,,,$1.70 ,"$5,100.00 ",,,,"$5,100.00 ",$1.70 ,NET30,,6090,,,,"$5,100.00 ",7/30/2022,7/30/2022,Yes,No,91,94,0,2022,Apr,14,TFORCE FREIGHT 382302874,Turnkey FG,B08DDBJ2K6,BUNDLE-TA-3StepKit,"3,000",pcs,
04/08/22,,2111,,AY-Charcoal-To-Sparkle-Acne-Wash-3.4oz-HS,,,,,"4,000",pcs,Health Specialty,CHECKED IN,07/01/22,84,7,07/08/22,07/11/22,6/30/2022,83,11,07/11/22,-1,4,Tampa,,,,,$1.70 ,"$6,800.00 ",,,,"$6,800.00 ",$1.70 ,NET30,,6090,,,,"$6,800.00 ",7/30/2022,7/30/2022,Yes,No,91,94,0,2022,Apr,14,TFORCE FREIGHT 382302874,Turnkey FG,B08KD89N97,AY-Charcoal-To-Sparkle-Acne-Wash-3.4oz,"4,000",pcs,
04/08/22,,BP_006,,RM-PWD-Organic-Monk-Fruit-Extract-10%,,SPLIT SHIPMENT 400KGS+800KGS,,,400,kg,Haigen,CHECKED IN,4/15/2022,10,25,4/15/2022,4/22/2022,4/15/2022,7,10,4/25/2022,0,-15,Tampa,22110112402,22110112402,11/24/2021,11/23/2023,$77.00 ,"$30,800.00 ",$609.25 ,,,"$31,409.25 ",$78.52 ,NET60,,,,,,,,,Yes,Yes,35,17,1,2022,Apr,14,TFORCE FREIGHT 378852622,Ingredient,,RM-PWD-Organic-Monk-Fruit-Extract-10%,400,kg,
04/08/22,,BP_004,,RM-PWD-Organic-Monk-Fruit-Extract-10%,,SPLIT SHIPMENT 400KGS+800KGS,,,"1,200",kg,Haigen,CHECKED IN,4/15/2022,10,25,4/15/2022,05/10/22,4/15/2022,7,21,05/06/22,0,-4,Tampa,22110112402,22110112402,11/24/2021,11/23/2023,$77.00 ,"$92,400.00 ",$609.25 ,,,"$93,009.25 ",$77.51 ,NET60,,21NK10S1230Y1921,,,,"$93,009.51 ",6/15/2022,6/22/2022,Yes,Yes,35,28,1,2022,Apr,14,FedEx TN 8170490565,Ingredient,,RM-PWD-Organic-Monk-Fruit-Extract-10%,"1,200",kg,
04/08/22,,BP_006,,RM-PWD-Organic-Stevia-TSG90,,,,,"1,000",kg,Haigen,CHECKED IN,04/10/22,5,7,4/18/2022,4/25/2022,04/10/22,2,15,4/25/2022,0,8,Tampa,22201010301,22201010301,01/03/22,01/04/24,$28.00 ,"$28,000.00 ",$609.25 ,,,"$28,609.25 ",$28.61 ,NET90,,,,,,,,,Yes,No,12,17,0,2022,Apr,14,TFORCE FREIGHT 378852622,Ingredient,,RM-PWD-Organic-Stevia-TSG90,"1,000",kg,
04/08/22,,BP_005,,RM-PWD-Organic-Monk-Fruit-Extract-10%,,May delivery,,,"1,200",kg,Haigen,CHECKED IN,4/20/2022,10,30,05/01/22,07/12/22,4/20/2022,12,83,07/12/22,0,53,Tampa,22210040601,22210040601,04/06/22,04/05/24,$77.00 ,"$92,400.00 ","$1,765.10 ",,,"$94,165.10 ",$78.47 ,NET60,,22NK10S0408Y1974,,,,"$92,400.00 ",08/06/22,08/06/22,No,No,40,95,0,2022,Apr,14,MY ESTES PRO 1780696211,Ingredient,,RM-PWD-Organic-Monk-Fruit-Extract-10%,"1,200",kg,
04/08/22,,274646,,CLEARECOBAG-7.5X10,,,,,"5,000",pcs,EcoEnclose,CHECKED IN,04/08/22,5,7,04/12/22,04/12/22,04/09/22,1,4,4/13/2022,1,-3,Tampa,,,,,$0.05 ,$274.15 ,$32.00 ,,,$306.15 ,$0.06 ,NET30,,,,,,,,,Yes,Yes,12,5,1,2022,Apr,14,UPS TN 1Z6E02930395319531,,,CLEARECOBAG-7.5X10,"5,000",pcs,
04/08/22,,274646,,CLEARECOBAG-10.5X14,,,,,"2,000",pcs,EcoEnclose,CHECKED IN,04/10/22,5,7,4/15/2022,4/15/2022,04/09/22,1,6,4/15/2022,-1,-1,Tampa,,,,,$0.08 ,$162.68 ,$32.00 ,,,$194.68 ,$0.10 ,NET30,,,,,,,,,Yes,Yes,12,7,1,2022,Apr,14,UPS TN 1Z6E02930395319531,,,CLEARECOBAG-10.5X14,"2,000",pcs,
04/08/22,,147873,,M1006CL-Dome-Shrink-Band 66X175,,,,,"5,000",pcs,Container and Packaging,CHECKED IN,4/20/2022,5,7,4/25/2022,4/25/2022,4/20/2022,12,5,4/25/2022,0,-2,Tampa,,,,,$0.06 ,$300.00 ,,,,$300.00 ,$0.06 ,NET45,,1703850,,,,$312.50 ,,,No,Yes,12,17,0,2022,Apr,14,UPS TN 1Z8164390373867447,Safety Shrink Band,,M1006CL-Dome-Shrink-Band 66X175,"5,000",pcs,
04/11/22,,2141,,BOX-TA-Cystic-Spot-Covalence,,,,,"10,000",pcs,Xymo Print,CHECKED IN,5/28/2022,20,7,06/08/22,06/08/22,06/05/22,55,4,06/09/22,8,-3,Covalence,,,,,$0.20 ,"$2,015.00 ",$160.90 ,,75.4,"$2,251.30 ",$0.23 ,Net 30 on ship date,,,,,,,,,No,Yes,27,59,0,2022,Apr,15,BLUE GRACE TN BG376531711,CM-Box,,BOX-TA-Cystic-Spot-Covalence,"10,000",pcs,
04/11/22,,118978,,LABL-TA-Acne-Eliminating-Face-Cleanser-3.4oz-HS,"[3.500""h x 4.750""w] #1257","[3.500""h x 4.750""w] #1257",,,"3,050",pcs,Wizard Labels,CHECKED IN,4/25/2022,5,7,4/30/2022,4/30/2022,4/25/2022,14,2,4/27/2022,0,-5,Health Specialty,,,,,$0.14 ,$427.00 ,,,,$427.00 ,$0.14 ,CBS,,,,,,,,,No,Yes,12,16,0,2022,Apr,15,UPS TN 1Z19222Y0346295479,CM Packaging-Label,,LABL-TA-Acne-Eliminating-Face-Cleanser-3.4oz-HS,"3,050",pcs,
04/11/22,,118978,,LABL-AY-Charcoal-To-Sparkle-Acne-Wash-3.4oz-HS,"[3.500""h x 4.750""w] #1258","[3.500""h x 4.750""w] #1258",,,"4,100",pcs,Wizard Labels,CHECKED IN,4/25/2022,5,7,4/30/2022,4/30/2022,4/25/2022,14,2,4/27/2022,0,-5,Health Specialty,,,,,$0.14 ,$574.00 ,,,,$574.00 ,$0.14 ,CBS,,,,,,,,,No,Yes,12,16,0,2022,Apr,15,UPS TN 1Z19222Y0346295479,CM Packaging-Label,,LABL-AY-Charcoal-To-Sparkle-Acne-Wash-3.4oz-HS,"4,100",pcs,
04/11/22,,118756,,LABL-11.3125x1.625-Crepey-Skin-Cream-Side,"(10.5905 x 1.6418) [1.625""h x 11.313""w] #1212","(10.5905 x 1.6418) [1.625""h x 11.313""w] #1212",,,"5,000",pcs,Wizard Labels,CHECKED IN,4/18/2022,5,7,4/20/2022,4/20/2022,4/20/2022,9,8,4/28/2022,2,1,Health Specialty,,,,,$0.15 ,$750.00 ,,,,$750.00 ,$0.15 ,CBS,,,,,,,,,No,No,12,17,0,2022,Apr,15,,Label,,LABL-11.3125x1.625-Crepey-Skin-Cream-Side,"5,000",pcs,
04/11/22,,119872,,LABL-5.8x0.625-Cystic-Acne-Spot-0.5oz-Covalence,"[0.625""h x 5.813""w] #1234","[0.625""h x 5.813""w] #1234",,,"10,000",pcs,Wizard Labels,CHECKED IN,4/25/2022,5,7,5/25/2022,5/25/2022,5/25/2022,44,-2,5/23/2022,30,-9,Covalence,,,,,$0.05 ,$500.00 ,,,,$500.00 ,$0.05 ,CBS,,,,,,,,,No,Yes,12,42,0,2022,Apr,15,UPS TN 1ZE02E120259820202,,,LABL-5.8x0.625-Cystic-Acne-Spot-0.5oz-Covalence,"10,000",pcs,
04/11/22,,195132,,Scoop-.625cc,,3-4 weeks lead time,,,"9,000",pcs,National Measure,CHECKED IN,4/25/2022,14,7,4/27/2022,4/27/2022,4/25/2022,14,3,4/28/2022,0,-4,Tampa,,,,,$0.07 ,$612.00 ,$56.00 ,,,$668.00 ,$0.07 ,CBS,,,,,,,,,,Yes,21,17,1,2022,Apr,15,UPS TN 1Z5683930378533449,Scoop,,Scoop-.625cc,"9,000",pcs,
